Year of Birth,Gender,Ethnicity,Child's First Name,Count,Rank
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,152,53
2016,MALE,ASIAN AND PACIFIC ISLANDER,Charlotte,151,52
2016,FEMALE,BLACK NON HISPANIC,Charlotte,150,51
2016,MALE,BLACK NON HISPANIC,Charlotte,149,50
2016,FEMALE,HISPANIC,Charlotte,148,49
2016,MALE,HISPANIC,Charlotte,147,48
2016,FEMALE,WHITE NON HISPANIC,Charlotte,146,47
2016,MALE,WHITE NON HISPANIC,Charlotte,145,46
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,144,45
2016,MALE,ASIAN AND PACIFIC ISLANDER,Sarah,143,44
2016,FEMALE,BLACK NON HISPANIC,Sarah,142,43
2016,MALE,BLACK NON HISPANIC,Sarah,141,42
2016,FEMALE,HISPANIC,Sarah,140,41
2016,MALE,HISPANIC,Sarah,139,40
2016,FEMALE,WHITE NON HISPANIC,Sarah,138,39
2016,MALE,WHITE NON HISPANIC,Sarah,137,38
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,136,37
2016,MALE,ASIAN AND PACIFIC ISLANDER,Isabella,135,36
2016,FEMALE,BLACK NON HISPANIC,Isabella,134,35
2016,MALE,BLACK NON HISPANIC,Isabella,133,34
2016,FEMALE,HISPANIC,Isabella,132,33
2016,MALE,HISPANIC,Isabella,131,32
2016,FEMALE,WHITE NON HISPANIC,Isabella,130,31
2016,MALE,WHITE NON HISPANIC,Isabella,129,30
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,128,29
2016,MALE,ASIAN AND PACIFIC ISLANDER,Hannah,127,28
2016,FEMALE,BLACK NON HISPANIC,Hannah,126,27
2016,MALE,BLACK NON HISPANIC,Hannah,125,26
2016,FEMALE,HISPANIC,Hannah,124,25
2016,MALE,HISPANIC,Hannah,123,24
2016,FEMALE,WHITE NON HISPANIC,Hannah,122,23
2016,MALE,WHITE NON HISPANIC,Hannah,121,22
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Madison,120,21
2016,MALE,ASIAN AND PACIFIC ISLANDER,Madison,119,20
2016,FEMALE,BLACK NON HISPANIC,Madison,118,19
2016,MALE,BLACK NON HISPANIC,Madison,117,18
2016,FEMALE,HISPANIC,Madison,116,17
2016,MALE,HISPANIC,Madison,115,16
2016,FEMALE,WHITE NON HISPANIC,Madison,114,15
2016,MALE,WHITE NON HISPANIC,Madison,113,14
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Zoe,112,13
2016,MALE,ASIAN AND PACIFIC ISLANDER,Zoe,111,12
2016,FEMALE,BLACK NON HISPANIC,Zoe,110,11
2016,MALE,BLACK NON HISPANIC,Zoe,109,10
2016,FEMALE,HISPANIC,Zoe,108,9
2016,MALE,HISPANIC,Zoe,107,8
2016,FEMALE,WHITE NON HISPANIC,Zoe,106,7
2016,MALE,WHITE NON HISPANIC,Zoe,105,6
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Aaliyah,104,5
2016,MALE,ASIAN AND PACIFIC ISLANDER,Aaliyah,103,4
2016,FEMALE,BLACK NON HISPANIC,Aaliyah,102,3
2016,MALE,BLACK NON HISPANIC,Aaliyah,101,2
2016,FEMALE,HISPANIC,Aaliyah,100,1
2016,MALE,HISPANIC,Aaliyah,99,100
2016,FEMALE,WHITE NON HISPANIC,Aaliyah,98,99
2016,MALE,WHITE NON HISPANIC,Aaliyah,97,98
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,London,96,97
2016,MALE,ASIAN AND PACIFIC ISLANDER,London,95,96
2016,FEMALE,BLACK NON HISPANIC,London,94,95
2016,MALE,BLACK NON HISPANIC,London,93,94
2016,FEMALE,HISPANIC,London,92,93
2016,MALE,HISPANIC,London,91,92
2016,FEMALE,WHITE NON HISPANIC,London,90,91
2016,MALE,WHITE NON HISPANIC,London,89,90
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Ava,88,89
2016,MALE,ASIAN AND PACIFIC ISLANDER,Ava,87,88
2016,FEMALE,BLACK NON HISPANIC,Ava,86,87
2016,MALE,BLACK NON HISPANIC,Ava,85,86
2016,FEMALE,HISPANIC,Ava,84,85
2016,MALE,HISPANIC,Ava,83,84
2016,FEMALE,WHITE NON HISPANIC,Ava,82,83
2016,MALE,WHITE NON HISPANIC,Ava,81,82
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Layla,80,81
2016,MALE,ASIAN AND PACIFIC ISLANDER,Layla,79,80
2016,FEMALE,BLACK NON HISPANIC,Layla,78,79
2016,MALE,BLACK NON HISPANIC,Layla,77,78
2016,FEMALE,HISPANIC,Layla,76,77
2016,MALE,HISPANIC,Layla,75,76
2016,FEMALE,WHITE NON HISPANIC,Layla,74,75
2016,MALE,WHITE NON HISPANIC,Layla,73,74
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Brooklyn,72,73
2016,MALE,ASIAN AND PACIFIC ISLANDER,Brooklyn,71,72
2016,FEMALE,BLACK NON HISPANIC,Brooklyn,70,71
2016,MALE,BLACK NON HISPANIC,Brooklyn,69,70
2016,FEMALE,HISPANIC,Brooklyn,68,69
2016,MALE,HISPANIC,Brooklyn,67,68
2016,FEMALE,WHITE NON HISPANIC,Brooklyn,66,67
2016,MALE,WHITE NON HISPANIC,Brooklyn,65,66
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,64,65
2016,MALE,ASIAN AND PACIFIC ISLANDER,Abigail,63,64
2016,FEMALE,BLACK NON HISPANIC,Abigail,62,63
2016,MALE,BLACK NON HISPANIC,Abigail,61,62
2016,FEMALE,HISPANIC,Abigail,60,61
2016,MALE,HISPANIC,Abigail,59,60
2016,FEMALE,WHITE NON HISPANIC,Abigail,58,59
2016,MALE,WHITE NON HISPANIC,Abigail,57,58
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Ella,56,57
2016,MALE,ASIAN AND PACIFIC ISLANDER,Ella,55,56
2016,FEMALE,BLACK NON HISPANIC,Ella,54,55
2016,MALE,BLACK NON HISPANIC,Ella,53,54
2016,FEMALE,HISPANIC,Ella,52,53
2016,MALE,HISPANIC,Ella,51,52
2016,FEMALE,WHITE NON HISPANIC,Ella,50,51
2016,MALE,WHITE NON HISPANIC,Ella,49,50
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Avery,48,49
2016,MALE,ASIAN AND PACIFIC ISLANDER,Avery,47,48
2016,FEMALE,BLACK NON HISPANIC,Avery,46,47
2016,MALE,BLACK NON HISPANIC,Avery,45,46
2016,FEMALE,HISPANIC,Avery,44,45
2016,MALE,HISPANIC,Avery,43,44
2016,FEMALE,WHITE NON HISPANIC,Avery,42,43
2016,MALE,WHITE NON HISPANIC,Avery,41,42
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Londyn,40,41
2016,MALE,ASIAN AND PACIFIC ISLANDER,Londyn,39,40
2016,FEMALE,BLACK NON HISPANIC,Londyn,38,39
2016,MALE,BLACK NON HISPANIC,Londyn,37,38
2016,FEMALE,HISPANIC,Londyn,36,37
2016,MALE,HISPANIC,Londyn,35,36
2016,FEMALE,WHITE NON HISPANIC,Londyn,34,35
2016,MALE,WHITE NON HISPANIC,Londyn,33,34
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Amirah,32,33
2016,MALE,ASIAN AND PACIFIC ISLANDER,Amirah,31,32
2016,FEMALE,BLACK NON HISPANIC,Amirah,30,31
2016,MALE,BLACK NON HISPANIC,Amirah,29,30
2016,FEMALE,HISPANIC,Amirah,28,29
2016,MALE,HISPANIC,Amirah,27,28
2016,FEMALE,WHITE NON HISPANIC,Amirah,26,27
2016,MALE,WHITE NON HISPANIC,Amirah,25,26
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,McKenzie,24,25
2016,MALE,ASIAN AND PACIFIC ISLANDER,McKenzie,23,24
2016,FEMALE,BLACK NON HISPANIC,McKenzie,22,23
2016,MALE,BLACK NON HISPANIC,McKenzie,21,22
2016,FEMALE,HISPANIC,McKenzie,20,21
2016,MALE,HISPANIC,McKenzie,19,20
2016,FEMALE,WHITE NON HISPANIC,McKenzie,18,19
2016,MALE,WHITE NON HISPANIC,McKenzie,17,18
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Skylar,16,17
2016,MALE,ASIAN AND PACIFIC ISLANDER,Skylar,15,16
2016,FEMALE,BLACK NON HISPANIC,Skylar,14,15
2016,MALE,BLACK NON HISPANIC,Skylar,13,14
2016,FEMALE,HISPANIC,Skylar,12,13
2016,MALE,HISPANIC,Skylar,11,12
2016,FEMALE,WHITE NON HISPANIC,Skylar,10,11
2016,MALE,WHITE NON HISPANIC,Skylar,200,1
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Genesis,199,100
2016,MALE,ASIAN AND PACIFIC ISLANDER,Genesis,198,99
2016,FEMALE,BLACK NON HISPANIC,Genesis,197,98
2016,MALE,BLACK NON HISPANIC,Genesis,196,97
2016,FEMALE,HISPANIC,Genesis,195,96
2016,MALE,HISPANIC,Genesis,194,95
2016,FEMALE,WHITE NON HISPANIC,Genesis,193,94
2016,MALE,WHITE NON HISPANIC,Genesis,192,93
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Sofia,191,92
2016,MALE,ASIAN AND PACIFIC ISLANDER,Sofia,190,91
2016,FEMALE,BLACK NON HISPANIC,Sofia,189,90
2016,MALE,BLACK NON HISPANIC,Sofia,188,89
2016,FEMALE,HISPANIC,Sofia,187,88
2016,MALE,HISPANIC,Sofia,186,87
2016,FEMALE,WHITE NON HISPANIC,Sofia,185,86
2016,MALE,WHITE NON HISPANIC,Sofia,184,85
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Grace,183,84
2016,MALE,ASIAN AND PACIFIC ISLANDER,Grace,182,83
2016,FEMALE,BLACK NON HISPANIC,Grace,181,82
2016,MALE,BLACK NON HISPANIC,Grace,180,81
2016,FEMALE,HISPANIC,Grace,179,80
2016,MALE,HISPANIC,Grace,178,79
2016,FEMALE,WHITE NON HISPANIC,Grace,177,78
2016,MALE,WHITE NON HISPANIC,Grace,176,77
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Ashley,175,76
2016,MALE,ASIAN AND PACIFIC ISLANDER,Ashley,174,75
2016,FEMALE,BLACK NON HISPANIC,Ashley,173,74
2016,MALE,BLACK NON HISPANIC,Ashley,172,73
2016,FEMALE,HISPANIC,Ashley,171,72
2016,MALE,HISPANIC,Ashley,170,71
2016,FEMALE,WHITE NON HISPANIC,Ashley,169,70
2016,MALE,WHITE NON HISPANIC,Ashley,168,69
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Taylor,167,68
2016,MALE,ASIAN AND PACIFIC ISLANDER,Taylor,166,67
2016,FEMALE,BLACK NON HISPANIC,Taylor,165,66
2016,MALE,BLACK NON HISPANIC,Taylor,164,65
2016,FEMALE,HISPANIC,Taylor,163,64
2016,MALE,HISPANIC,Taylor,162,63
2016,FEMALE,WHITE NON HISPANIC,Taylor,161,62
2016,MALE,WHITE NON HISPANIC,Taylor,160,61
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Riley,159,60
2016,MALE,ASIAN AND PACIFIC ISLANDER,Riley,158,59
2016,FEMALE,BLACK NON HISPANIC,Riley,157,58
2016,MALE,BLACK NON HISPANIC,Riley,156,57
2016,FEMALE,HISPANIC,Riley,155,56
2016,MALE,HISPANIC,Riley,154,55
2016,FEMALE,WHITE NON HISPANIC,Riley,153,54
2016,MALE,WHITE NON HISPANIC,Riley,152,53
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Olivia,151,52
2016,MALE,ASIAN AND PACIFIC ISLANDER,Olivia,150,51
2016,FEMALE,BLACK NON HISPANIC,Olivia,149,50
2016,MALE,BLACK NON HISPANIC,Olivia,148,49
2016,FEMALE,HISPANIC,Olivia,147,48
2016,MALE,HISPANIC,Olivia,146,47
2016,FEMALE,WHITE NON HISPANIC,Olivia,145,46
2016,MALE,WHITE NON HISPANIC,Olivia,144,45
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Chloe,143,44
2016,MALE,ASIAN AND PACIFIC ISLANDER,Chloe,142,43
2016,FEMALE,BLACK NON HISPANIC,Chloe,141,42
2016,MALE,BLACK NON HISPANIC,Chloe,140,41
2016,FEMALE,HISPANIC,Chloe,139,40
2016,MALE,HISPANIC,Chloe,138,39
2016,FEMALE,WHITE NON HISPANIC,Chloe,137,38
2016,MALE,WHITE NON HISPANIC,Chloe,136,37
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Sophia,135,36
2016,MALE,ASIAN AND PACIFIC ISLANDER,Sophia,134,35
2016,FEMALE,BLACK NON HISPANIC,Sophia,133,34
2016,MALE,BLACK NON HISPANIC,Sophia,132,33
2016,FEMALE,HISPANIC,Sophia,131,32
2016,MALE,HISPANIC,Sophia,130,31
2016,FEMALE,WHITE NON HISPANIC,Sophia,129,30
2016,MALE,WHITE NON HISPANIC,Sophia,128,29
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Emma,127,28
2016,MALE,ASIAN AND PACIFIC ISLANDER,Emma,126,27
2016,FEMALE,BLACK NON HISPANIC,Emma,125,26
2016,MALE,BLACK NON HISPANIC,Emma,124,25
2016,FEMALE,HISPANIC,Emma,123,24
2016,MALE,HISPANIC,Emma,122,23
2016,FEMALE,WHITE NON HISPANIC,Emma,121,22
2016,MALE,WHITE NON HISPANIC,Emma,120,21
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Emily,119,20
2016,MALE,ASIAN AND PACIFIC ISLANDER,Emily,118,19
2016,FEMALE,BLACK NON HISPANIC,Emily,117,18
2016,MALE,BLACK NON HISPANIC,Emily,116,17
2016,FEMALE,HISPANIC,Emily,115,16
2016,MALE,HISPANIC,Emily,114,15
2016,FEMALE,WHITE NON HISPANIC,Emily,113,14
2016,MALE,WHITE NON HISPANIC,Emily,112,13
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Mia,111,12
2016,MALE,ASIAN AND PACIFIC ISLANDER,Mia,110,11
2016,FEMALE,BLACK NON HISPANIC,Mia,109,10
2016,MALE,BLACK NON HISPANIC,Mia,108,9
2016,FEMALE,HISPANIC,Mia,107,8
2016,MALE,HISPANIC,Mia,106,7
2016,FEMALE,WHITE NON HISPANIC,Mia,105,6
2016,MALE,WHITE NON HISPANIC,Mia,104,5
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Charlotte,103,4
2016,MALE,ASIAN AND PACIFIC ISLANDER,Charlotte,102,3
2016,FEMALE,BLACK NON HISPANIC,Charlotte,101,2
2016,MALE,BLACK NON HISPANIC,Charlotte,100,1
2016,FEMALE,HISPANIC,Charlotte,99,100
2016,MALE,HISPANIC,Charlotte,98,99
2016,FEMALE,WHITE NON HISPANIC,Charlotte,97,98
2016,MALE,WHITE NON HISPANIC,Charlotte,96,97
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Sarah,95,96
2016,MALE,ASIAN AND PACIFIC ISLANDER,Sarah,94,95
2016,FEMALE,BLACK NON HISPANIC,Sarah,93,94
2016,MALE,BLACK NON HISPANIC,Sarah,92,93
2016,FEMALE,HISPANIC,Sarah,91,92
2016,MALE,HISPANIC,Sarah,90,91
2016,FEMALE,WHITE NON HISPANIC,Sarah,89,90
2016,MALE,WHITE NON HISPANIC,Sarah,88,89
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Isabella,87,88
2016,MALE,ASIAN AND PACIFIC ISLANDER,Isabella,86,87
2016,FEMALE,BLACK NON HISPANIC,Isabella,85,86
2016,MALE,BLACK NON HISPANIC,Isabella,84,85
2016,FEMALE,HISPANIC,Isabella,83,84
2016,MALE,HISPANIC,Isabella,82,83
2016,FEMALE,WHITE NON HISPANIC,Isabella,81,82
2016,MALE,WHITE NON HISPANIC,Isabella,80,81
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Hannah,79,80
2016,MALE,ASIAN AND PACIFIC ISLANDER,Hannah,78,79
2016,FEMALE,BLACK NON HISPANIC,Hannah,77,78
2016,MALE,BLACK NON HISPANIC,Hannah,76,77
2016,FEMALE,HISPANIC,Hannah,75,76
2016,MALE,HISPANIC,Hannah,74,75
2016,FEMALE,WHITE NON HISPANIC,Hannah,73,74
2016,MALE,WHITE NON HISPANIC,Hannah,72,73
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Madison,71,72
2016,MALE,ASIAN AND PACIFIC ISLANDER,Madison,70,71
2016,FEMALE,BLACK NON HISPANIC,Madison,69,70
2016,MALE,BLACK NON HISPANIC,Madison,68,69
2016,FEMALE,HISPANIC,Madison,67,68
2016,MALE,HISPANIC,Madison,66,67
2016,FEMALE,WHITE NON HISPANIC,Madison,65,66
2016,MALE,WHITE NON HISPANIC,Madison,64,65
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Zoe,63,64
2016,MALE,ASIAN AND PACIFIC ISLANDER,Zoe,62,63
2016,FEMALE,BLACK NON HISPANIC,Zoe,61,62
2016,MALE,BLACK NON HISPANIC,Zoe,60,61
2016,FEMALE,HISPANIC,Zoe,59,60
2016,MALE,HISPANIC,Zoe,58,59
2016,FEMALE,WHITE NON HISPANIC,Zoe,57,58
2016,MALE,WHITE NON HISPANIC,Zoe,56,57
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Aaliyah,55,56
2016,MALE,ASIAN AND PACIFIC ISLANDER,Aaliyah,54,55
2016,FEMALE,BLACK NON HISPANIC,Aaliyah,53,54
2016,MALE,BLACK NON HISPANIC,Aaliyah,52,53
2016,FEMALE,HISPANIC,Aaliyah,51,52
2016,MALE,HISPANIC,Aaliyah,50,51
2016,FEMALE,WHITE NON HISPANIC,Aaliyah,49,50
2016,MALE,WHITE NON HISPANIC,Aaliyah,48,49
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,London,47,48
2016,MALE,ASIAN AND PACIFIC ISLANDER,London,46,47
2016,FEMALE,BLACK NON HISPANIC,London,45,46
2016,MALE,BLACK NON HISPANIC,London,44,45
2016,FEMALE,HISPANIC,London,43,44
2016,MALE,HISPANIC,London,42,43
2016,FEMALE,WHITE NON HISPANIC,London,41,42
2016,MALE,WHITE NON HISPANIC,London,40,41
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Ava,39,40
2016,MALE,ASIAN AND PACIFIC ISLANDER,Ava,38,39
2016,FEMALE,BLACK NON HISPANIC,Ava,37,38
2016,MALE,BLACK NON HISPANIC,Ava,36,37
2016,FEMALE,HISPANIC,Ava,35,36
2016,MALE,HISPANIC,Ava,34,35
2016,FEMALE,WHITE NON HISPANIC,Ava,33,34
2016,MALE,WHITE NON HISPANIC,Ava,32,33
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Layla,31,32
2016,MALE,ASIAN AND PACIFIC ISLANDER,Layla,30,31
2016,FEMALE,BLACK NON HISPANIC,Layla,29,30
2016,MALE,BLACK NON HISPANIC,Layla,28,29
2016,FEMALE,HISPANIC,Layla,27,28
2016,MALE,HISPANIC,Layla,26,27
2016,FEMALE,WHITE NON HISPANIC,Layla,25,26
2016,MALE,WHITE NON HISPANIC,Layla,24,25
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Brooklyn,23,24
2016,MALE,ASIAN AND PACIFIC ISLANDER,Brooklyn,22,23
2016,FEMALE,BLACK NON HISPANIC,Brooklyn,21,22
2016,MALE,BLACK NON HISPANIC,Brooklyn,20,21
2016,FEMALE,HISPANIC,Brooklyn,19,20
2016,MALE,HISPANIC,Brooklyn,18,19
2016,FEMALE,WHITE NON HISPANIC,Brooklyn,17,18
2016,MALE,WHITE NON HISPANIC,Brooklyn,16,17
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Abigail,15,16
2016,MALE,ASIAN AND PACIFIC ISLANDER,Abigail,14,15
2016,FEMALE,BLACK NON HISPANIC,Abigail,13,14
2016,MALE,BLACK NON HISPANIC,Abigail,12,13
2016,FEMALE,HISPANIC,Abigail,11,12
2016,MALE,HISPANIC,Abigail,10,11
2016,FEMALE,WHITE NON HISPANIC,Abigail,200,1
2016,MALE,WHITE NON HISPANIC,Abigail,199,100
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Ella,198,99
2016,MALE,ASIAN AND PACIFIC ISLANDER,Ella,197,98
2016,FEMALE,BLACK NON HISPANIC,Ella,196,97
2016,MALE,BLACK NON HISPANIC,Ella,195,96
2016,FEMALE,HISPANIC,Ella,194,95
2016,MALE,HISPANIC,Ella,193,94
2016,FEMALE,WHITE NON HISPANIC,Ella,192,93
2016,MALE,WHITE NON HISPANIC,Ella,191,92
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Avery,190,91
2016,MALE,ASIAN AND PACIFIC ISLANDER,Avery,189,90
2016,FEMALE,BLACK NON HISPANIC,Avery,188,89
2016,MALE,BLACK NON HISPANIC,Avery,187,88
2016,FEMALE,HISPANIC,Avery,186,87
2016,MALE,HISPANIC,Avery,185,86
2016,FEMALE,WHITE NON HISPANIC,Avery,184,85
2016,MALE,WHITE NON HISPANIC,Avery,183,84
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Londyn,182,83
2016,MALE,ASIAN AND PACIFIC ISLANDER,Londyn,181,82
2016,FEMALE,BLACK NON HISPANIC,Londyn,180,81
2016,MALE,BLACK NON HISPANIC,Londyn,179,80
2016,FEMALE,HISPANIC,Londyn,178,79
2016,MALE,HISPANIC,Londyn,177,78
2016,FEMALE,WHITE NON HISPANIC,Londyn,176,77
2016,MALE,WHITE NON HISPANIC,Londyn,175,76
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Amirah,174,75
2016,MALE,ASIAN AND PACIFIC ISLANDER,Amirah,173,74
2016,FEMALE,BLACK NON HISPANIC,Amirah,172,73
2016,MALE,BLACK NON HISPANIC,Amirah,171,72
2016,FEMALE,HISPANIC,Amirah,170,71
2016,MALE,HISPANIC,Amirah,169,70
2016,FEMALE,WHITE NON HISPANIC,Amirah,168,69
2016,MALE,WHITE NON HISPANIC,Amirah,167,68
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,McKenzie,166,67
2016,MALE,ASIAN AND PACIFIC ISLANDER,McKenzie,165,66
2016,FEMALE,BLACK NON HISPANIC,McKenzie,164,65
2016,MALE,BLACK NON HISPANIC,McKenzie,163,64
2016,FEMALE,HISPANIC,McKenzie,162,63
2016,MALE,HISPANIC,McKenzie,161,62
2016,FEMALE,WHITE NON HISPANIC,McKenzie,160,61
2016,MALE,WHITE NON HISPANIC,McKenzie,159,60
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Skylar,158,59
2016,MALE,ASIAN AND PACIFIC ISLANDER,Skylar,157,58
2016,FEMALE,BLACK NON HISPANIC,Skylar,156,57
2016,MALE,BLACK NON HISPANIC,Skylar,155,56
2016,FEMALE,HISPANIC,Skylar,154,55
2016,MALE,HISPANIC,Skylar,153,54
2016,FEMALE,WHITE NON HISPANIC,Skylar,152,53
2016,MALE,WHITE NON HISPANIC,Skylar,151,52
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Genesis,150,51
2016,MALE,ASIAN AND PACIFIC ISLANDER,Genesis,149,50
2016,FEMALE,BLACK NON HISPANIC,Genesis,148,49
2016,MALE,BLACK NON HISPANIC,Genesis,147,48
2016,FEMALE,HISPANIC,Genesis,146,47
2016,MALE,HISPANIC,Genesis,145,46
2016,FEMALE,WHITE NON HISPANIC,Genesis,144,45
2016,MALE,WHITE NON HISPANIC,Genesis,143,44
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Sofia,142,43
2016,MALE,ASIAN AND PACIFIC ISLANDER,Sofia,141,42
2016,FEMALE,BLACK NON HISPANIC,Sofia,140,41
2016,MALE,BLACK NON HISPANIC,Sofia,139,40
2016,FEMALE,HISPANIC,Sofia,138,39
2016,MALE,HISPANIC,Sofia,137,38
2016,FEMALE,WHITE NON HISPANIC,Sofia,136,37
2016,MALE,WHITE NON HISPANIC,Sofia,135,36
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Grace,134,35
2016,MALE,ASIAN AND PACIFIC ISLANDER,Grace,133,34
2016,FEMALE,BLACK NON HISPANIC,Grace,132,33
2016,MALE,BLACK NON HISPANIC,Grace,131,32
2016,FEMALE,HISPANIC,Grace,130,31
2016,MALE,HISPANIC,Grace,129,30
2016,FEMALE,WHITE NON HISPANIC,Grace,128,29
2016,MALE,WHITE NON HISPANIC,Grace,127,28
2016,FEMALE,ASIAN AND PACIFIC ISLANDER,Ashley,126,27
2016,MALE,ASIAN AND PACIFIC ISLANDER,Ashley,125,26
2016,FEMALE,BLACK NON HISPANIC,Ashley,124,25
2016,MALE,BLACK NON HISPANIC,Ashley,123,24
2016,FEMALE,HISPANIC,Ashley,122,23
2016,MALE,HISPANIC,Ashley,121,22
2016,FEMALE,WHITE NON HISPANIC,Ashley,120,21
2016,MALE,WHITE NON HISPANIC,Ashley,119,20
